song_name,popularity,explicit,song_type,release_date_standard,song_id,duration_ms,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
Telephone (Glee Cast Version),47,0,"Solo",9/21/2010,4W2GicHr49W6pjCPfKf8ih,222960,5,0,4,0.00363,0.729,0.805,0.0000031,0.11,-5.183,0.0329,0.749,122.021
Nothing But Heartaches,13,0,"Solo",10/7/1997,4w2QaN8ruGG2Y4yiyjUnzo,162493,5,1,4,0.57,0.57,0.93,0.0000191,0.101,-0.38,0.0331,0.885,123.993
In my Dreams - Radio Mix,0,0,Collaboration,5/31/2010,4w37vP3bwLjQRS0PC7QYL2,203871,5,1,4,0.278,0.73,0.696,0.00017,0.161,-6.977,0.0318,0.87,129.996
Nothin' Like You,65,0,"Solo",4/1/2014,4W38RXuQNuoTSwVsQA1OGC,186253,4,1,4,0.151,0.589,0.704,0,0.067,-4.772,0.0303,0.437,84.956
9 to 5,74,0,"Solo",1/1/1980,4w3tQBXhn5345eUXDGBWZG,162467,6,1,4,0.416,0.554,0.783,0.0000015,0.631,-5.852,0.0457,0.813,105.39
I'm Still Searching,21,0,"Solo",1/1/1993,4W3uRC5mQDQ9ASGmNrOEVl,238333,0,1,4,0.00115,0.562,0.829,0.000626,0.272,-9.837,0.0302,0.914,136.645
Break It To Me Gently (Full Vocal Version) [In the Style of Aretha Franklin],0,0,"Solo",2/11/2011,4W4Ow5VLSBOCRIzOdVI6ES,200979,9,0,4,0.21,0.499,0.413,0.05,0.691,-10.543,0.0634,0.441,135.494
I Changed My Mind,42,0,"Solo",1/1/2005,4w4RaMGPl2qnjSdPlp1KAE,198680,1,0,4,0.284,0.467,0.72,0,0.388,-4.044,0.151,0.602,93.243
Love Shack,68,0,"Solo",6/23/1989,4W4wYHtsrgDiivRASVOINL,321573,5,0,4,0.0325,0.715,0.817,0.0000016,0.851,-6.227,0.0532,0.871,133.858
Wishing I Was Lucky,39,0,"Solo",1/1/1987,4w55wTh9ZbVgD9YC5Z4pZZ,233800,1,1,4,0.0406,0.607,0.773,0.0000259,0.382,-12.512,0.0489,0.691,109.074
That's Life [Asi Es la Vida],32,0,"Solo",1/1/1986,4w6jUILSRpQ9I8XJ2pbzt3,165533,9,1,3,0.0956,0.425,0.523,0,0.0454,-11.467,0.0366,0.742,128.614
Rock Star,0,0,"Solo",3/29/2012,4w77UgmR6FUJ3KJhG4dsfu,178788,2,1,4,0.0856,0.587,0.653,0,0.453,-10.706,0.127,0.83,160.776
Don't Do It,40,0,"Solo",1/1/1972,4W8BdL5Ads2wqBb1CgC2yw,300027,0,1,4,0.325,0.443,0.916,0.000282,0.626,-7.84,0.362,0.766,161.312
Buy For Me The Rain,12,0,"Solo",1/1/1967,4W9deMhGxO4JV9U2cV7m9r,147027,4,0,4,0.774,0.444,0.887,0,0.189,-6.318,0.0578,0.765,92.409
Hey Baby,41,0,"Solo",1/1/1976,4WAAWYNAA4RIgzKMjG3uGI,193000,0,1,4,0.177,0.662,0.34,0.687,0.111,-16.305,0.0436,0.484,146.6
I Can't Say Goodbye To You,41,0,"Solo",11/1/2009,4WATWC0FbwFXEJ0mQld0cG,229973,7,1,4,0.806,0.4,0.59,0.000198,0.308,-2.038,0.0283,0.182,134.983
You're the One,5,0,"Solo",3/18/2016,4WBA4a92vh5NoejU4q900a,204520,6,0,4,0.0519,0.722,0.841,0.000109,0.191,-8.732,0.0695,0.784,109.15
Chicago,43,0,"Solo",1/1/1971,4wBi9ogKThsbFUvVJxjhK2,171440,9,0,4,0.286,0.662,0.332,0,0.142,-11.939,0.0306,0.638,82.28
Lookin' Out For #1,34,0,"Solo",12/15/1975,4WbssgiyaXQpri2KNcfROs,319800,4,1,4,0.183,0.61,0.626,0.000151,0.168,-8.759,0.0514,0.523,122.022
Crush,68,0,"Solo",11/7/2008,4wCD0qOFNRu1Q6O3N6ycm4,213520,0,0,4,0.00836,0.57,0.664,0.000012,0.0719,-4.718,0.0322,0.487,162.084
Come Home - 2019 - Remaster,16,0,"Solo",6/16/2008,4wcd85PgLU1vmzcUe9okMB,168493,7,1,4,0.376,0.417,0.361,0,0.114,-9.994,0.0626,0.47,201.364
Let's Be Us Again,36,0,"Solo",5/13/2004,4WCHdzWUJzDUIBc22phJux,233400,6,1,4,0.0348,0.49,0.522,0,0.161,-4.647,0.0272,0.343,137.939
Stranger In Town,41,0,"Solo",11/1/1984,4wcrWfOjVNYoznqCKfu9d1,287067,2,0,4,0.0957,0.599,0.667,0.479,0.101,-16.013,0.0329,0.762,154.915
Slippin' & Slidin,9,0,"Solo",1/1/2014,4wCzp0vWMEqBaLSHBOCQQo,118413,10,1,4,0.565,0.722,0.775,0.837,0.0652,-7.147,0.188,0.968,171.089
Feelin' so Good (S.K.O.O.B.Y.-D.O.O.),14,0,"Solo",11/14/1969,4WE7DQcRohC9jmn7tvqH7g,188653,8,1,4,0.0448,0.662,0.611,0,0.338,-7.086,0.0303,0.944,124.579
Stranger,27,0,"Solo",4/2/1981,4wF2bTARfLo0uFQngz1PNk,283280,11,0,4,0.105,0.554,0.856,0.00148,0.614,-6.293,0.0666,0.578,142.174
Smell Of Incense,2,0,"Solo",1/1/1969,4WffODfwV92iYo11cmEakn,163349,10,1,4,0.00913,0.478,0.445,0,0.173,-11.05,0.0318,0.53,117.583
Walk Away Renee,42,0,"Solo",1/1/1992,4wfK7KMFTFMNDDfKDe1aWi,162907,9,1,4,0.229,0.472,0.444,0,0.306,-11.75,0.0293,0.569,118.281
Run Away,48,0,"Solo",4/10/1995,4WfKAQurm9W0utvBBIlv2Z,243880,1,1,4,0.000721,0.728,0.928,0.0054,0.0761,-8.279,0.0423,0.652,130.932
Colorado,6,0,"Solo",5/5/2017,4WfNqOng3f8T67gFkFL71A,311147,5,0,4,0.581,0.319,0.274,0.481,0.101,-12.568,0.0342,0.417,87.741
What You Do to Me,11,0,"Solo",1/1/2010,4wFPUsioL0kiLkjwM3MduT,234747,6,1,4,0.13,0.709,0.75,0,0.0611,-6.93,0.0478,0.864,122.337
Nothin (That Compares 2 U),20,0,"Solo",5/28/1989,4wfqntsKjeI91KlnAJ9Clh,322160,2,1,4,0.0464,0.77,0.754,0,0.309,-10.784,0.0484,0.559,104.784
That's Not How It Goes,12,0,"Solo",1/1/2002,4wfVxaLGr8ansjw596oGUk,178907,5,1,4,0.0155,0.578,0.697,0.0000346,0.122,-8.21,0.0303,0.909,104.669
You Keep Tightening Up On Me - Digitally Remastered: 1996,6,0,"Solo",10/1/1996,4WGm5D8wrFPRwaRnyWdaf8,171533,9,1,4,0.0557,0.632,0.503,0.000266,0.125,-11.592,0.0289,0.694,130.218
Failure,60,0,"Solo",6/23/2015,4wh0E9OwMCxcaIKTg0Mts9,214853,1,1,4,0.00003,0.462,0.89,0.00909,0.0685,-4.853,0.0382,0.383,155.008
Maneater,61,0,"Solo",1/1/2006,4wH4dJgrsxONID6KS2tDQM,258893,6,1,4,0.0261,0.796,0.777,0.000358,0.121,-4.81,0.0397,0.787,132.722
Is It Good To You,44,0,"Solo",1/1/1991,4WHQzXnWyTlE1UOmmxRDOw,292227,1,1,4,0.0484,0.711,0.595,0.0327,0.208,-12.99,0.036,0.836,107.473
Always There for You - Live,13,0,"Solo",9/19/2014,4WhYLLqCMa4lGgQwO9lgdQ,264316,6,1,4,0.000043,0.445,0.875,0.0000033,0.39,-6.976,0.0535,0.37,122.926
Was Dog A Doughnut?,22,0,"Solo",1/1/1977,4WIHKhF6CSscblMGMiODLw,255333,1,0,4,0.00692,0.822,0.802,0.888,0.103,-11.268,0.0452,0.961,98.922
Chocolate,65,0,"Solo",1/1/2013,4WiiRw2PHMNQE0ad6y6GdD,224674,11,1,4,0.000532,0.614,0.938,0,0.368,-4.461,0.0611,0.607,100.058
Dey Know,37,1,"Solo",4/4/2017,4wij8odSxdWox0mxG3SvDv,195827,8,1,3,0.0819,0.443,0.734,0,0.532,-5.406,0.402,0.704,111.495
Gotta Get Thru This - D'N'D Radio Edit,38,0,Collaboration,1/1/2002,4wIOMZhMekKeDs0jRIbTxb,161240,10,1,4,0.0827,0.858,0.768,0.0000654,0.0967,-5.4,0.0641,0.935,133.566
When I Give My Love,31,0,"Solo",6/28/1994,4wiwUgr26EF6CgmjUvG4Yg,365893,9,0,4,0.074,0.659,0.538,0,0.085,-8.381,0.0365,0.518,116.566
Since I Fell for You,4,0,"Solo",1/1/1973,4WIXHaNkRHWLstwNrVpX0n,182360,5,1,3,0.842,0.255,0.29,0,0.142,-14.275,0.0284,0.276,169.818
The Last Mile,37,0,"Solo",1/1/1988,4wKTPZe1AgKNPObJ357dZK,230067,2,1,4,0.117,0.517,0.845,0.133,0.357,-8.856,0.0406,0.714,125.515
That Kind Of Woman,7,0,"Solo",1/1/2004,4WKUoic5rKlAmlgYmpJLCF,157849,2,0,4,0.631,0.405,0.344,0.000181,0.287,-10.519,0.026,0.298,91.075
Get Ready to Bounce,21,0,"Solo",6/3/1997,4wl51xdCkRffhzXqFqd7sp,440400,7,1,4,0.00609,0.78,0.923,0.639,0.25,-9.104,0.0772,0.469,135.939
Annabella,6,0,"Solo",5/1/1971,4wlL8MQ1V1UverYfXnan9v,151693,4,1,4,0.335,0.52,0.656,0.0000077,0.672,-3.866,0.0243,0.549,98.111
"1, 2, 3, 4",50,0,"Solo",1/1/2010,4wlPXKxC2oeiYYPldZaR0s,198373,2,1,4,0.599,0.458,0.548,0.0000125,0.106,-7.1,0.0263,0.55,90.599
Wet My Whistle,29,0,"Solo",8/11/2014,4WMau5HXA0kKeHJMtLRxSG,311053,7,0,4,0.0907,0.82,0.822,0.0000356,0.0524,-5.335,0.0365,0.935,113.838
Doin' It,61,1,"Solo",11/20/1995,4WMBl2wiGUSGa5C7tfQEAo,293933,10,0,4,0.368,0.804,0.549,0.0398,0.119,-11.096,0.213,0.605,95.002
The Name Game,2,0,"Solo",7/6/2015,4WMgiEJjatfjI7vEHxknAL,192672,0,1,4,0.00307,0.682,0.488,0.0104,0.148,-13.66,0.051,0.833,164.833
Put Your Hand In Mine,20,0,"Solo",10/30/1999,4WMQQm6fiuF9MjCegwDDmf,271773,3,1,4,0.125,0.495,0.488,0,0.189,-7.477,0.0309,0.237,72.064
Forever Reign (Dub) [feat. Avion Blackman],8,0,Collaboration,1/19/2017,4wMyiWzffcmZuLJ6pRB4a9,212872,0,1,4,0.0165,0.632,0.909,0.917,0.134,-10.559,0.0504,0.757,159.999
Hold My Hand,60,0,"Solo",7/1/1994,4WnYuVFXe6Si4fZqkxbnvS,258333,11,1,4,0.208,0.22,0.769,0,0.0985,-5.125,0.054,0.495,170.773
See The Light,4,0,"Solo",10/1/2011,4WocsUpGdjDU0ncaUJszhX,186933,7,1,4,0.129,0.495,0.554,0,0.188,-12.859,0.0379,0.733,88.764
People Are People,54,0,"Solo",9/24/1984,4WoKuMjwJXuy9IqX6AH5JE,231960,9,0,4,0.0794,0.68,0.829,0.0000021,0.327,-7.305,0.0625,0.814,119.975
Superman,69,1,Collaboration,5/26/2002,4woTEX1wYOTGDqNXuavlRC,350227,4,0,4,0.015,0.803,0.753,0,0.204,-3.542,0.0625,0.557,129.998
Don't Make Me Over,14,0,"Solo",7/2/2004,4WP1HeP0ouiNHbXLPoN61t,260733,0,1,3,0.534,0.6,0.437,0.0000089,0.0713,-8.064,0.0269,0.294,82.026
Whatever Happened to Benny Santini?,30,0,"Solo",11/10/1978,4wp9wsxVwiEDaKbhDKIZIK,259227,7,1,4,0.0325,0.659,0.565,0.0000036,0.0555,-11.964,0.0298,0.726,114.796
C.C. Rider,0,0,"Solo",8/24/2006,4WPauvpImFkEtrR6tu2rYV,166640,10,1,4,0.731,0.589,0.331,0,0.267,-11.734,0.0325,0.797,68.878
Tic Tac Toe (Original Mix),21,0,"Solo",10/11/2011,4WqIpnqW9EvBXlT4jJFa0M,383427,7,1,4,0.00427,0.808,0.912,0.0853,0.315,-5.277,0.149,0.402,125.812
Now Or Never - Original Version,54,0,"Solo",1/1/2008,4WQJPsbGOdqe24mUVHa8xb,270733,5,0,4,0.112,0.747,0.983,0,0.706,-3.883,0.181,0.553,114.993
Fly Robin Fly,44,0,"Solo",9/20/2010,4Wr14AISsCuBGdkA6rids4,230920,0,0,4,0.00719,0.826,0.406,0.731,0.0725,-14.153,0.0317,0.939,100.278
Ma Baker,52,0,"Solo",8/24/2012,4wr2LEc4Inxv0M1Fch9uVj,274773,2,0,4,0.0392,0.744,0.728,0.000049,0.318,-7.03,0.142,0.904,129.001
Just Dropped In (To See What Condition My Condition Was In),52,0,"Solo",1/1/1967,4Wrc3Jz4POj0ibPj5iuq0r,201213,9,0,4,0.183,0.59,0.555,0.00651,0.132,-9.738,0.0577,0.547,115.858
Nobody To Blame,62,0,"Solo",5/4/2015,4WRRCuJYRq7gUKiupxVH9W,244147,9,1,4,0.0143,0.534,0.666,0.0615,0.113,-9.471,0.0335,0.59,87.401
Love Me Again,3,0,"Solo",1/1/2009,4wrwamtSoTO4TUTsJaVj9c,259493,4,1,4,0.02,0.547,0.792,0.0000086,0.0976,-6.653,0.0285,0.757,94.581
What Can I Say,47,0,"Solo",1/1/1976,4WSbbEjRQ7uE3IT9crL10B,180693,7,1,4,0.116,0.724,0.598,0.00725,0.0556,-6.522,0.0325,0.786,114.987
Brink Of Disaster,15,0,"Solo",6/18/1996,4WSc4jv49Kj3ZqcCUiWH9D,143907,11,1,4,0.719,0.515,0.337,0,0.649,-13.56,0.0311,0.652,145.166
Fine By Me,62,0,"Solo",6/14/2011,4wTChU0tU44TAMC0xcQizi,172893,11,1,4,0.00877,0.583,0.791,0,0.0451,-4.087,0.0318,0.878,89.993
Kiss The Rain,48,0,"Solo",1/1/1997,4wtHbIS26FOtpjMkaQQ8Zk,270160,9,1,4,0.00119,0.452,0.684,0.0000575,0.173,-6.981,0.0435,0.297,178.052
Deja Vu (In the style of Beyonce featuring Jay-Z),0,0,"Solo",3/3/2010,4wtJB38vYMbwbxplQwhYJ9,249453,7,1,4,0.0488,0.822,0.562,0.872,0.299,-7.517,0.0834,0.287,106.035
I Met a Girl,52,0,"Solo",9/30/2016,4WtkYdCG4n80h08Ep5SmDI,201533,2,1,4,0.111,0.512,0.545,0.00177,0.135,-10.154,0.0294,0.346,83.94
Children,65,0,"Solo",1/1/1996,4wtR6HB3XekEengMX17cpc,243267,0,1,4,0.000295,0.604,0.755,0.812,0.0625,-10.761,0.0337,0.388,137.064
One Last Kiss,17,0,"Solo",1/1/1988,4wu7RF6BmzeDp0H1WJYZrk,263600,2,0,4,0.0447,0.574,0.632,0.0000054,0.333,-13.041,0.0483,0.699,129.993
Shapes of Things,46,0,"Solo",5/8/2002,4wUEyxnu0u0r5Ht2zLI79b,145960,0,1,4,0.249,0.432,0.823,0.00639,0.0953,-9.216,0.116,0.38,132.212
Those Good Old Dreams,40,0,"Solo",1/1/1981,4WVl3or8Xtnvv4XfSqAVNY,253067,6,1,4,0.664,0.545,0.452,0.000121,0.0398,-14.085,0.0338,0.543,92.397
We Trying to Stay Alive,48,0,Collaboration,6/24/1997,4wwRROf47MXBX5u5Knwixx,191533,1,1,4,0.0057,0.87,0.618,0.0000569,0.123,-8.694,0.25,0.646,98.93
Amanda,38,0,"Solo",5/1/2007,4wX0h5Ywx8oIe94PshTv9o,179227,9,1,3,0.737,0.512,0.24,0.651,0.106,-17.559,0.0329,0.175,62.101
Is It Really Over?,15,0,"Solo",1/1/1966,4WY4gPC9fCmYJGp2Ghm3xT,133253,10,1,4,0.784,0.276,0.243,0.0289,0.0824,-13.61,0.0283,0.212,80.899
Most Of All,15,0,"Solo",1/1/2005,4wYVAx26bA6MO9xC2Z3YEu,174200,9,1,4,0.707,0.493,0.212,0.00156,0.115,-17.875,0.0297,0.555,111.529
Just the Same Way,39,0,"Solo",1/1/1979,4wyZlmAjA35jnxV1cdOs8Z,197760,2,1,4,0.0997,0.422,0.747,0,0.0931,-7.65,0.0452,0.473,101.348
I Want To Pay You Back (For Loving Me),37,0,"Solo",1/1/2006,4wzBhn22HZObuGDhFrXBrE,178667,2,1,4,0.215,0.509,0.354,0,0.443,-12.016,0.0329,0.692,136.501
Face Down,72,0,"Solo",1/1/2006,4wzjNqjKAKDU82e8uMhzmr,192000,7,0,4,0.000665,0.545,0.932,0,0.127,-2.189,0.0399,0.465,92.956
Talk,60,0,"Solo",6/7/2005,4wzt5Rrk3W98pHXAqutuJw,311292,7,0,4,0.00548,0.413,0.557,0.00227,0.155,-10.841,0.0335,0.158,120.318
Sunday Sun,26,0,"Solo",10/15/1968,4WZvrKAY4g6XB5EE4ajnta,168693,2,1,4,0.305,0.555,0.442,0,0.127,-13.296,0.0306,0.793,123.911
Forever More,3,0,"Solo",6/27/2011,4x1Jz637CwER4rlIh2pM69,255707,10,0,4,0.166,0.622,0.862,0.0000909,0.109,-9.309,0.0544,0.739,107.986
Mesmerize,55,1,Collaboration,11/22/2002,4X25vRXOMu8nihzNtYhP2n,278693,1,1,4,0.0564,0.768,0.652,0,0.425,-6.589,0.194,0.387,90.064
If It's Lovin' That You Want,52,0,"Solo",8/29/2005,4x2rgtSFOI4hRvEvDj02KP,208107,8,1,4,0.0962,0.745,0.694,0,0.0454,-7.519,0.128,0.74,95.924
We Rock,0,0,"Solo",7/19/2006,4X38S2Rxqwl72MCDeLiwbb,195000,1,1,4,0.00221,0.684,0.634,0,0.079,-6.502,0.0637,0.846,144.02
Long Promised Road - Remastered 2009,42,0,"Solo",8/30/1971,4x3wjsXr6MtWNXii5gA1Ai,212573,0,1,4,0.563,0.581,0.394,0.000145,0.428,-11.438,0.0301,0.486,122.448
Bad Romance,53,0,"Solo",1/1/2009,4x3XzqDLZbRF7Ap6MIaJ9a,294467,0,1,4,0.0034,0.693,0.924,0.000044,0.0926,-3.711,0.0392,0.715,118.983
San Francisco Girls (Return of the Native),0,0,"Solo",7/26/2011,4x4Kr9zOCzs8DFI5PXPfOO,252200,2,1,4,0.452,0.188,0.516,0.799,0.451,-9.793,0.032,0.501,77.898
Fins,44,0,"Solo",1/1/1979,4X6qvY7lDpNxq9QokS5F0u,207933,4,1,4,0.0182,0.664,0.652,0,0.0378,-12.855,0.0572,0.92,135.405
Hell Of A Night,57,0,"Solo",9/9/2014,4x7Di9FZJXJoxHjLxjImmp,190427,2,1,4,0.00472,0.499,0.797,0,0.297,-4.845,0.0402,0.591,85.054
I Am I Am,22,0,"Solo",3/15/1974,4x7vpDQN2LsVoaJpYaYC7N,232173,4,0,4,0.524,0.67,0.737,0.00114,0.109,-6.861,0.0627,0.836,85.767
"Baby, Don't Be Looking in My Mind",7,0,"Solo",1/1/1969,4X8yPSO0mgVVoFOhHAUJT2,164587,7,1,4,0.673,0.688,0.541,0.072,0.111,-11.177,0.0381,0.844,101.259
Just For Tonight,21,0,"Solo",1/1/2003,4x8ZEd87t8UgU8G9JvXZUf,267947,9,1,4,0.36,0.576,0.47,0,0.098,-10.877,0.0291,0.332,141.981
Hang 'Em High,12,0,"Solo",1/1/2007,4XajvhmSABrV5DaNddP0EK,237307,5,1,4,0.0149,0.427,0.344,0.838,0.0883,-14.975,0.0376,0.668,116.822
When You Say Love,4,0,"Solo",1/1/2000,4xAls40dKeG7FAC7c8zQTj,148507,4,1,4,0.684,0.565,0.495,0,0.645,-7.826,0.0401,0.576,94.903
Super Trapper,48,1,"Solo",6/30/2017,4XaW4jIud5YxwV4QRJOb40,230129,1,1,4,0.423,0.816,0.414,0,0.125,-7.953,0.119,0.197,150.008
We Are Tonight,26,0,"Solo",8/9/2019,4XB8f2e7bSJDeq2WJkcLEE,232107,11,1,4,0.0323,0.559,0.812,0,0.195,-5.347,0.0371,0.472,127.911
Teddy Bear Song,23,0,"Solo",2/17/1998,4xbK9VtSMiXdww9RZWipBg,182413,9,1,4,0.78,0.555,0.309,0.0000496,0.198,-13.989,0.0444,0.5,71.231
We're Ready,28,0,"Solo",1/1/1986,4xBsQoR8jmY7K1AdlBwoZW,236800,4,1,4,0.634,0.356,0.578,0.000189,0.153,-11.802,0.0394,0.374,134.055
Don't Change Horses (In the Middle of a Stream),32,0,"Solo",6/30/1975,4XcPdyk6cHl4c1er0KLTHr,284000,0,1,4,0.299,0.704,0.826,0.0000026,0.11,-6.489,0.0705,0.894,99.326
Don't Forget I Still Love You,3,0,"Solo",2/1/2011,4xcqKOFxnOEswa3WZtbFYg,160947,9,1,3,0.859,0.316,0.378,0,0.296,-7.209,0.0272,0.407,109.422
Vibin',31,0,"Solo",8/30/1994,4xcQW5OPYEeoAjnUmYt2PW,267907,1,1,4,0.0195,0.706,0.442,0.00132,0.0828,-10.08,0.0333,0.599,90.991
Black And White,39,0,"Solo",12/7/1993,4XcUADpOth9Wroq5EVMFJq,206080,11,1,4,0.496,0.691,0.576,0.0000157,0.528,-12.075,0.0299,0.945,109.07
Take Me To Heart,25,0,"Solo",1/1/1983,4XcUFQNTiX4IHmA4K51snP,212893,2,1,4,0.263,0.689,0.497,0.0000056,0.218,-14.377,0.0319,0.639,114.034
I've Gotta Get A Message To You,51,0,"Solo",8/11/1968,4xCVHlmzEyIn1t4gXYsMaf,177440,0,1,4,0.0368,0.454,0.6,0.0000037,0.23,-6.324,0.0267,0.478,83.364
Turn To You - (Mother's Day Dedication),48,0,"Solo",1/1/2012,4xDbvfk975nr05ctWgS8Nq,219973,4,0,4,0.244,0.539,0.715,0,0.0861,-6.565,0.0319,0.279,107.973
The Composer,10,0,"Solo",10/7/1997,4xEEP1THetfxTK1sv8QoIs,173493,6,1,4,0.153,0.69,0.753,0.000569,0.12,-1.94,0.0368,0.717,118.803
It's Her Turn To Live,13,0,"Solo",3/15/1974,4xEZfC2CjDQ1E9vMKAQDY9,187267,0,1,4,0.213,0.815,0.816,0,0.393,-6.047,0.0375,0.969,104.967
In A Dream - Original Mix,46,0,"Solo",4/28/1998,4Xf27f2BIY6FmvifqxQ7RD,241693,9,0,4,0.019,0.785,0.688,0.3,0.136,-7.348,0.0385,0.835,132.279
Country Man,47,0,"Solo",1/1/2007,4xfezXafYzsy7G4KfXQ9G5,190227,4,1,4,0.031,0.739,0.836,0,0.494,-4.433,0.0307,0.858,120.001
Ring My Bell - Mr. Lee's Radio Mix,10,0,"Solo",1/1/1987,4xgqgAdEq0mBE6jooPEVWU,244267,7,1,4,0.025,0.779,0.941,0.0000132,0.253,-4.819,0.0826,0.58,118.237
"Louie, Louie",14,0,"Solo",5/14/1968,4xhaSVGrv2UdVAPJpCmjPp,171187,2,1,4,0.799,0.313,0.317,0.00234,0.113,-12.036,0.0291,0.603,176.004
Alfie,14,0,"Solo",11/1/1968,4XHFbvWdAIbkkdaANGHu2D,192347,10,1,4,0.161,0.339,0.329,0.565,0.16,-10.54,0.0332,0.333,118.746
God Bless The U.S.A.,0,0,"Solo",1/15/2008,4xhfHNrgrtfpyTazt9VL45,184041,5,1,4,0.649,0.491,0.403,0.0118,0.157,-11.694,0.0257,0.179,144.126
My Band,66,1,"Solo",1/1/2004,4XHQyvbrBsQaaBUW1VvmsL,298773,1,0,4,0.497,0.851,0.849,0.0000021,0.116,-3.383,0.0828,0.844,120.014
All I Do Is Think of You,53,0,"Solo",10/20/1989,4XhrowM5IKGCRrY2HzYBH3,229053,8,0,4,0.0143,0.534,0.7,0,0.197,-8.71,0.0446,0.447,122.609
I Do Take You,0,0,"Solo",1/11/2019,4XHZe7bc91yWtVFit5u217,196547,11,1,4,0.0962,0.32,0.484,0.0000035,0.11,-9.012,0.0287,0.349,134.301
Rhythm Divine,50,0,"Solo",1/1/1999,4XifD1V0kWoG4WwsXTwS3y,211773,0,1,4,0.14,0.631,0.977,0,0.0734,-2.711,0.152,0.428,102.026
Long Ago and Far Away,42,0,"Solo",1/1/1971,4XiMAlBFq7jMYx43VaHd7L,141427,11,1,4,0.731,0.648,0.148,0.0381,0.105,-23.404,0.0307,0.329,102.494
Diana,9,0,"Solo",1/1/2014,4xiXXumq1Hn3fHuYqTT6jl,163227,0,1,3,0.872,0.434,0.119,0.281,0.136,-20.525,0.0327,0.0904,92.151
Close To Me,65,0,"Solo",8/26/1985,4xiyq1iRdsxuU1BPUJ490Z,203267,11,1,4,0.0745,0.724,0.523,0.703,0.0811,-11.139,0.116,0.965,185.075
(If Loving You Is Wrong) I Don't Want To Be Right,32,0,"Solo",9/20/1978,4xjApOMDk6hy4iQph5q9vC,185090,4,0,4,0.331,0.639,0.56,0,0.179,-8.501,0.0375,0.738,74.295
The Man with the Child in His Eyes,50,0,"Solo",2/17/1978,4xjVfArXNQRxAvsUpjmfMt,158693,0,1,4,0.962,0.249,0.261,0.00154,0.136,-10.592,0.0334,0.195,90.007
Downtown,16,0,"Solo",1/23/1984,4xKKdqzBo9hJTsCjw7ETc9,201010,1,1,4,0.0671,0.629,0.642,0,0.0713,-9.599,0.0318,0.286,127.019
The Party's Just Begun,1,0,"Solo",5/22/2012,4XkknYgk5oBwAQXSV8gYdP,188265,11,1,4,0.024,0.665,0.861,0,0.115,-7.628,0.282,0.678,103.822
Heavy,47,0,"Solo",2/9/1999,4XKsdyKsgojxsFOHam52Mr,173267,1,1,4,0.000877,0.547,0.902,0.000563,0.0839,-5.56,0.0371,0.548,106.923
Homeward Bound,61,0,"Solo",10/10/1966,4Xl2PrS3DJqqSKXCo6Uhv9,149613,3,1,4,0.829,0.485,0.38,0,0.103,-11.773,0.034,0.531,92.933
Everything In My Heart,21,0,"Solo",1/1/1985,4XlXFUSN9HGw7xiJFeQW5v,293080,2,1,4,0.465,0.452,0.563,0,0.139,-10.361,0.0399,0.63,160.134
Friends of a Feather,0,0,Collaboration,12/17/2015,4xM7FrppyDmb5KKzKQoa4j,185973,3,1,4,0.837,0.765,0.401,0,0.0805,-6.143,0.0427,0.488,133.8
Only When I Lose Myself,31,0,"Solo",4/14/1997,4xMIvU75BVq0UOB5fi7Vgb,274000,8,1,4,0.0604,0.522,0.703,0.000186,0.115,-7.277,0.0306,0.467,86.855
Give Me Love (Give Me Peace On Earth),58,0,"Solo",5/30/1973,4XMRt4xFqLzGs4wDKkSSeu,215693,5,1,4,0.485,0.388,0.564,0.00989,0.127,-11.531,0.0484,0.6,79.294
All 4 Love,48,0,"Solo",7/23/1991,4XmsMIMjvDIFEjeY3ycMzW,211493,2,1,4,0.0347,0.807,0.75,0.00017,0.149,-8.29,0.0315,0.797,106.389
Let Me Go to Him,15,0,"Solo",1/1/1970,4xNaafNxNUJDOibIjR9ozV,231507,11,1,3,0.633,0.535,0.313,0.000151,0.131,-11.188,0.0278,0.306,99.642
Cheatin',22,0,"Solo",10/3/2005,4xNEF6tGOHGcsvJ5r8hOJ0,205720,9,1,4,0.0179,0.461,0.637,0.0000378,0.202,-4.253,0.0385,0.252,78.846
Without You,54,0,"Solo",1/1/2008,4xNfsvj9mOVnMTvHZZ8HNk,232267,3,1,4,0.0315,0.417,0.828,0.0000051,0.131,-3.745,0.0345,0.332,136.033
The Jokers,1,0,"Solo",5/24/2019,4xNJGPEnMO3PH9Ql1KF4jj,131693,3,1,4,0.185,0.378,0.754,0,0.145,-6.016,0.0426,0.707,163.65
Don't Rush Me,28,0,"Solo",1/19/1988,4xnucvIktqiQowLjbUj9q5,228000,7,0,4,0.407,0.73,0.906,0.0000264,0.288,-4.729,0.0412,0.959,130.267
Gotta Make It (feat. Twista),44,0,"Solo",7/26/2005,4xONUhRpKk1UIBsCSdviQo,243280,7,1,4,0.0909,0.753,0.881,0,0.173,-5.063,0.0688,0.808,140.007
Sugaree,49,0,"Solo",1/20/1972,4XoYeolVYTiddO9wZLXLgl,352965,1,0,4,0.0914,0.663,0.494,0.0000254,0.123,-11.822,0.0485,0.672,86.573
